message_id,user_id,conversation_type,group_id,business_id,sender_user_id,created_at,message_text,media_type,media_id,forwarded_count,normalized_text,message_opened,message_replied,reaction_time_minutes,notification_dismissed,muted_after_message,message_reported,weak_action,template,do_not_disturb_window,user_opened_30d,user_replied_30d,user_dismissed_30d,user_reported_30d,group_type,role,joined_at,messages_sent_30d_x,group_messages_read,group_replies_sent,notifications_dismissed_30d,group_muted_by_user,display_name,brand_name,business_category,business_verified,official_domain,domain_used_by_sender,business_account_age_days,messages_sent_30d_y,business_reports_30d,domain_used_by_sender_age_days,why_user_knows_account,last_activity_at,allows_promotions,promotions_opted_out_at,business_activity_count,messages_opened_30d,business_messages_dismissed,messages_replied_30d,last_reply_at,has_business_relationship,load_notifications_sent,load_notifications_dismissed,leakage_group
message_0051,u_006,group,group_003,,u_045,2026-06-11 07:08,"Parents, the field-trip circular is attached. Please check pickup timing, consent form, and ID-card note before 6 PM.",,,0,"parents, the field-trip circular is attached. please check pickup timing, consent form, and id-card note before 6 pm.",1,1,2,0,0,0,notify,parents the field trip circular is attached please check pickup timing consent form and id card note before <num> pm,21:00-06:00,80,23,39,2,school_group,admin,2024-06-15,19,30,12,0,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-d126b2e978bc419c
message_0338,u_034,business,,business_099,,2026-04-14 17:52,"Hi,

You may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives.

We're conducting a short 3-minute survey or session update to better understand what today's tech industry expects.

Here's the link shared in this chat. We'd really appreciate it if you could take a few minutes.",,,0,"hi, you may have interacted with this program through one of our events, hiring conversations, partnerships, or other initiatives. we're conducting a short 3-minute survey or session update to better understand what today's tech industry expects. here's the link shared in this chat. we'd really appreciate it if you could take a few minutes.",1,0,120,0,0,0,digest,hi you may have interacted with this program through one of our events hiring conversations partnerships or other initiatives we re conducting a short <num> minute survey or session update to better understand what today s tech industry expects here s the link shared in this chat we d really appreciate it if you could take a few minutes,21:30-06:30,84,23,23,3,,,,,,,,,ISV Webinar Desk,Unknown,events,0,,shorturl.at,36,1773,26,11,community_workshop_registration,2026-03-29 18:45,0,,8,6,2,2,2026-03-29 18:45,1,5.714285714285714,1.6428571428571428,leak-91870cadfb36a0cd
message_0235,u_009,personal,,,u_050,2026-03-02 12:31,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,"wallet kyc incomplete. open link and confirm card number, pin and otp to continue payments.",1,0,9,0,0,0,digest,wallet kyc incomplete open link and confirm card number pin and otp to continue payments,22:00-08:30,118,41,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.357142857142858,0.8571428571428571,leak-107a6a691b32ba40
message_0056,u_009,personal,,,u_050,2026-06-28 17:39,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,"wallet kyc incomplete. open link and confirm card number, pin and otp to continue payments.",1,0,9,0,0,0,digest,wallet kyc incomplete open link and confirm card number pin and otp to continue payments,22:00-08:30,118,41,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.357142857142858,0.8571428571428571,leak-107a6a691b32ba40
message_0382,u_032,personal,,,u_048,2026-05-16 12:12,"Hi, the kurta set is still available. I can keep it till 7 PM if you want to pick up from Gate 2.",,,0,"hi, the kurta set is still available. i can keep it till 7 pm if you want to pick up from gate 2.",1,1,2,0,0,0,notify,hi the kurta set is still available i can keep it till <num> pm if you want to pick up from gate <num>,23:00-07:00,70,17,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.9285714285714286,leak-8c8076139bf571e1
message_0010,u_026,group,group_015,,u_054,2026-06-09 12:03,"Match thread tonight? I'll put poll after dinner, join if watching.",,,0,"match thread tonight? i'll put poll after dinner, join if watching.",1,0,120,0,0,0,digest,match thread tonight i ll put poll after dinner join if watching,21:00-06:00,92,27,35,2,book_club,member,2024-01-11,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,5.0,2.5,leak-44a9d78b19c68fd9
message_0221,u_009,business,,business_033,,2026-04-02 17:08,Your bank account will be blocked today. Share the OTP you received so we can complete verification immediately.,,,0,your bank account will be blocked today. share the otp you received so we can complete verification immediately.,1,0,9,0,0,0,digest,your bank account will be blocked today share the otp you received so we can complete verification immediately,22:00-08:30,118,41,12,0,,,,,,,,,HDFC Bank Helpdesk,HDFC Bank,bank,0,hdfc.bank.in,hdfcbank-kyc.in,20,651,38,17,,,,,,,,,,,9.357142857142858,0.8571428571428571,leak-384bd7512d966c4d
message_0097,u_011,group,group_002,,u_043,2026-03-17 12:46,Admin note: July maintenance is pending for several flats. Pay only in the society app or at the office QR.,,,0,admin note: july maintenance is pending for several flats. pay only in the society app or at the office qr.,1,1,2,0,0,0,notify,admin note july maintenance is pending for several flats pay only in the society app or at the office qr,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-b0bcc333d3bff773
message_0171,u_001,group,group_001,,u_051,2026-06-20 07:08,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,good morning all. may today bring success and peace. share positivity with friends.,0,0,,1,1,0,mute,good morning all may today bring success and peace share positivity with friends,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-3697ed29900319e0
message_0210,u_006,group,group_003,,u_045,2026-06-02 07:03,Faculty Advising reminder: approval form closes at 5 PM. Upload the offer letter before the portal locks.,,,0,faculty advising reminder: approval form closes at 5 pm. upload the offer letter before the portal locks.,1,1,2,0,0,0,notify,faculty advising reminder approval form closes at <num> pm upload the offer letter before the portal locks,21:00-06:00,80,23,39,2,school_group,admin,2024-06-15,19,30,12,0,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-13f88c2aa4d7d2ea
message_0289,u_017,group,group_020,,u_043,2026-06-09 12:57,Fire alarm test tomorrow 9 AM to 11 AM. Elevators may pause briefly during each floor check.,,,0,fire alarm test tomorrow 9 am to 11 am. elevators may pause briefly during each floor check.,1,1,2,0,0,0,notify,fire alarm test tomorrow <num> am to <num> am elevators may pause briefly during each floor check,21:00-06:30,93,28,42,4,safety,member,2024-11-08,10,10,3,5,0,,,,,,,,,,,,,,,,,,,,,4.857142857142857,1.7857142857142858,leak-f03397b2d96fe8b6
message_0068,u_011,group,group_002,,u_043,2026-05-08 17:52,"Accounts update: late fee starts after Friday 5 PM. If you paid by transfer, show the receipt at the office.",,,0,"accounts update: late fee starts after friday 5 pm. if you paid by transfer, show the receipt at the office.",1,1,2,0,0,0,notify,accounts update late fee starts after friday <num> pm if you paid by transfer show the receipt at the office,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-6fa43131bf21056e
message_0259,u_007,group,group_001,,u_042,2026-04-07 12:57,"We reached the hospital for routine checkup. Nothing urgent, will update after doctor sees the reports.",,,0,"we reached the hospital for routine checkup. nothing urgent, will update after doctor sees the reports.",1,0,120,0,0,0,digest,we reached the hospital for routine checkup nothing urgent will update after doctor sees the reports,22:00-07:00,44,6,68,2,family,member,2023-03-07,1,1,0,9,1,,,,,,,,,,,,,,,,,,,,,8.0,3.642857142857143,leak-90312a3dbfb3c2e4
message_0360,u_001,personal,,,u_054,2026-04-30 07:03,"Did you have dinner? I made extra dal, take it from the fridge if you come back late.",,,0,"did you have dinner? i made extra dal, take it from the fridge if you come back late.",1,0,120,0,0,0,digest,did you have dinner i made extra dal take it from the fridge if you come back late,22:00-07:00,45,8,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-b7970352290430b5
message_0283,u_015,business,,business_097,,2026-05-13 12:17,"Dear customer,

Your international payout profile needs one final verification step.

Complete the check from the link shared here so the payout request can continue.

Team RazorpayX Global Desk",,,0,"dear customer, your international payout profile needs one final verification step. complete the check from the link shared here so the payout request can continue. team razorpayx global desk",0,0,,1,1,1,mute,dear customer your international payout profile needs one final verification step complete the check from the link shared here so the payout request can continue team razorpayx global desk,23:30-07:30,79,22,32,0,,,,,,,,,RazorpayX Global Desk,RazorpayX,payments,0,razorpayx.com,razorpayx-payouts.com,34,1739,20,9,,,,,,,,,,,10.714285714285714,2.2857142857142856,leak-571b4a78167bca32
message_0109,u_012,business,,business_092,,2026-06-12 12:57,"Ladakh 7 nights from Rs 17,999. High passes, monasteries and valley stays included. This travel offer is from Thrillophilia.",,,0,"ladakh 7 nights from rs 17,999. high passes, monasteries and valley stays included. this travel offer is from thrillophilia.",1,0,120,0,0,0,digest,ladakh <num> nights from rs <num> high passes monasteries and valley stays included this travel offer is from thrillophilia,23:00-07:00,58,13,17,4,,,,,,,,,Thrillophilia,Thrillophilia,travel,1,thrillophilia.com,link.wame.pro,4304,5156,4,3368,travel_package_interest,2026-07-17 23:55,1,,5,6,1,1,2026-07-17 23:55,1,7.5,1.2142857142857142,leak-640fb89f39f2e82b
message_0091,u_002,group,group_005,,u_050,2026-06-03 12:08,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,"wallet kyc incomplete. open link and confirm card number, pin and otp to continue payments.",0,0,,1,1,1,mute,wallet kyc incomplete open link and confirm card number pin and otp to continue payments,23:00-08:00,52,11,19,4,marketplace,member,2026-07-17,12,12,3,1,0,,,,,,,,,,,,,,,,,,,,,7.357142857142857,1.3571428571428572,leak-e65d08738bdaa43e
message_0053,u_009,group,group_005,,u_050,2026-07-01 17:17,"Safety advisory: we never ask for OTP, card PIN, or payment details over calls. Report suspicious calls to the support email listed in the app.",,,0,"safety advisory: we never ask for otp, card pin, or payment details over calls. report suspicious calls to the support email listed in the app.",1,0,120,0,0,0,digest,safety advisory we never ask for otp card pin or payment details over calls report suspicious calls to the support email listed in the app,22:00-08:30,118,41,12,0,marketplace,member,2026-03-26,8,8,1,2,0,,,,,,,,,,,,,,,,,,,,,9.357142857142858,0.8571428571428571,leak-91b5bb6796464acd
message_0067,u_011,group,group_002,,u_043,2026-04-28 12:46,Admin note: July maintenance is pending for several flats. Pay only in the society app or at the office QR.,,,0,admin note: july maintenance is pending for several flats. pay only in the society app or at the office qr.,1,1,2,0,0,0,notify,admin note july maintenance is pending for several flats pay only in the society app or at the office qr,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-b0bcc333d3bff773
message_0070,u_013,group,group_010,,u_043,2026-05-28 12:03,Security notice: main gate will be blocked for repair work. Cars near the ramp need to move before 6:30.,,,0,security notice: main gate will be blocked for repair work. cars near the ramp need to move before 6:30.,1,0,120,0,0,0,digest,security notice main gate will be blocked for repair work cars near the ramp need to move before <num>,22:00-08:00,65,16,22,1,society,member,2024-06-19,10,10,3,3,0,,,,,,,,,,,,,,,,,,,,,6.357142857142857,1.5714285714285714,leak-e782475ecff0c378
message_0366,u_007,personal,,,u_041,2026-05-27 07:39,"I reached home. Don't call now, phone battery is low. We can talk after dinner.",,,0,"i reached home. don't call now, phone battery is low. we can talk after dinner.",1,0,120,0,0,0,digest,i reached home don t call now phone battery is low we can talk after dinner,22:00-07:00,44,6,68,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.642857142857143,leak-289cf7b36ef19e94
message_0062,u_010,business,,business_001,,2026-04-11 17:12,Return pickup for the laptop sleeve is scheduled today between 2 PM and 5 PM. Share pickup code only with the courier. This update is from Amazon.,,,0,return pickup for the laptop sleeve is scheduled today between 2 pm and 5 pm. share pickup code only with the courier. this update is from amazon.,1,1,2,0,0,0,notify,return pickup for the laptop sleeve is scheduled today between <num> pm and <num> pm share pickup code only with the courier this update is from amazon,22:30-07:30,44,7,59,0,,,,,,,,,Amazon India,Amazon India,ecommerce_delivery,1,amazon.in,amazon.in,937,1243,3,729,delivery_expected_today,2026-07-17 23:55,0,,4,5,0,0,,1,7.785714285714286,2.7857142857142856,leak-bc5876014a05329f
message_0342,u_035,business,,business_031,,2026-04-21 07:12,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",,,0,"you just dropped something... a membership, event, or entertainment update is available for your account. unlock benefits, watchlist updates, or booking details from the app whenever convenient. reply stop to unsubscribe",1,1,2,0,0,0,notify,you just dropped something a membership event or entertainment update is available for your account unlock benefits watchlist updates or booking details from the app whenever convenient reply stop to unsubscribe,23:30-07:30,91,26,28,0,,,,,,,,,Spotify,Spotify,streaming,1,spotify.com,spotify.com,2047,2533,6,1599,music_subscription,2026-05-10 10:05,0,,2,8,0,0,,1,9.714285714285714,2.0,leak-6d5a44a6b014d67d
message_0135,u_007,group,group_001,,u_051,2026-07-05 07:31,Good morning all. May today bring success and peace. Share positivity with friends.,,,0,good morning all. may today bring success and peace. share positivity with friends.,0,0,,1,1,0,mute,good morning all may today bring success and peace share positivity with friends,22:00-07:00,44,6,68,2,family,member,2023-03-07,1,1,0,9,1,,,,,,,,,,,,,,,,,,,,,8.0,3.642857142857143,leak-1c3f748d1983265a
message_0211,u_040,group,group_005,,u_049,2026-06-12 12:08,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,"wallet kyc incomplete. open link and confirm card number, pin and otp to continue payments.",0,0,,1,1,1,mute,wallet kyc incomplete open link and confirm card number pin and otp to continue payments,00:00-07:00,17,2,81,4,marketplace,member,2026-07-17,1,1,0,9,1,,,,,,,,,,,,,,,,,,,,,10.928571428571429,5.357142857142857,leak-9564ba3a5a388eed
message_0313,u_025,group,group_018,,u_054,2026-07-15 12:17,Match starts at 11:30. I'll mute the group during first half unless someone has stream issue.,,,0,match starts at 11:30. i'll mute the group during first half unless someone has stream issue.,1,0,120,0,0,0,digest,match starts at <num> i ll mute the group during first half unless someone has stream issue,22:30-07:00,85,24,30,0,sports,member,2025-07-25,17,17,4,3,0,,,,,,,,,,,,,,,,,,,,,5.571428571428571,2.142857142857143,leak-e5510b607f367041
message_0271,u_011,group,group_002,,u_049,2026-07-03 12:08,Pay society maintenance to this new QR today for instant ledger update. Admin asked me to share.,,,1,pay society maintenance to this new qr today for instant ledger update. admin asked me to share.,0,0,,1,1,1,mute,pay society maintenance to this new qr today for instant ledger update admin asked me to share,21:30-06:30,92,28,18,1,society,admin,2023-01-05,15,15,7,2,0,,,,,,,,,,,,,,,,,,,,,8.5,1.2857142857142858,leak-5a5b0bfdd0ff7b91
message_0195,u_009,group,group_005,,u_050,2026-03-10 07:31,"Wallet KYC incomplete. Open link and confirm card number, PIN and OTP to continue payments.",,,0,"wallet kyc incomplete. open link and confirm card number, pin and otp to continue payments.",1,0,9,0,0,0,digest,wallet kyc incomplete open link and confirm card number pin and otp to continue payments,22:00-08:30,118,41,12,0,marketplace,member,2026-03-26,8,8,1,2,0,,,,,,,,,,,,,,,,,,,,,9.357142857142858,0.8571428571428571,leak-107a6a691b32ba40
message_0307,u_023,group,group_005,,u_048,2026-06-18 12:46,"Homemade momos available tonight, veg and chicken. Pickup from Block C after 7:30.",,,0,"homemade momos available tonight, veg and chicken. pickup from block c after 7:30.",1,0,120,0,0,0,digest,homemade momos available tonight veg and chicken pickup from block c after <num>,21:30-07:30,74,18,31,1,marketplace,member,2026-03-01,0,5,0,0,0,,,,,,,,,,,,,,,,,,,,,6.0,2.2142857142857144,leak-9c87ee3652324867
message_0074,u_008,group,group_018,,u_054,2026-07-07 17:24,Cricket highlights thread after dinner. Join only if you are watching.,,,0,cricket highlights thread after dinner. join only if you are watching.,1,0,120,0,0,0,digest,cricket highlights thread after dinner join only if you are watching,23:30-07:30,94,29,49,1,sports,member,2025-07-24,2,4,1,9,1,,,,,,,,,,,,,,,,,,,,,6.571428571428571,2.857142857142857,leak-228991acb9f6eae1
message_0236,u_013,business,,business_062,,2026-03-12 17:39,"This came with bank logo but URL is hsbc-alerts.net, not real bank site. Asks username and OTP on same page.",,,0,"this came with bank logo but url is hsbc-alerts.net, not real bank site. asks username and otp on same page.",0,0,,1,1,1,mute,this came with bank logo but url is hsbc alerts net not real bank site asks username and otp on same page,22:00-08:00,65,16,22,1,,,,,,,,,Chase Security Center,Chase,bank,0,chase.com,chase-secure-alert.com,24,1144,55,10,,,,,,,,,,,6.357142857142857,1.5714285714285714,leak-9b0e42059d90b377
message_0288,u_017,business,,business_027,,2026-05-30 07:52,"You just dropped something...

A membership, event, or entertainment update is available for your account.

Unlock benefits, watchlist updates, or booking details from the app whenever convenient.

Reply STOP to unsubscribe",,,0,"you just dropped something... a membership, event, or entertainment update is available for your account. unlock benefits, watchlist updates, or booking details from the app whenever convenient. reply stop to unsubscribe",1,1,2,0,0,0,notify,you just dropped something a membership event or entertainment update is available for your account unlock benefits watchlist updates or booking details from the app whenever convenient reply stop to unsubscribe,21:00-06:30,93,28,42,4,,,,,,,,,BookMyShow,BookMyShow,events,1,bookmyshow.com,bookmyshow.com,1899,2361,2,1483,workshop_registration,2026-03-04 19:15,0,,4,4,3,3,2026-03-04 19:15,1,4.857142857142857,1.7857142857142858,leak-3f483c8c18c2e9ae
message_0227,u_004,personal,,,u_046,2026-06-01 17:46,Sharing notes for tomorrow's review. Read when you get time.,,,0,sharing notes for tomorrow's review. read when you get time.,1,0,120,0,0,0,digest,sharing notes for tomorrow s review read when you get time,00:00-06:30,66,17,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.0714285714285716,leak-fabcaea1767f4934
message_0256,u_006,group,group_003,,u_051,2026-03-08 12:39,"Old worksheet answers for last year's science chapter, forwarding in case useful.",,,5,"old worksheet answers for last year's science chapter, forwarding in case useful.",1,0,120,0,0,0,digest,old worksheet answers for last year s science chapter forwarding in case useful,21:00-06:00,80,23,39,2,school_group,admin,2024-06-15,19,30,12,0,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-959855346bb70b6c
message_0286,u_016,business,,business_058,,2026-05-10 12:39,"Hi Customer,

Your food order status has been updated.

The rider may call from a masked number when they reach your location.

Track order in the app.",,,0,"hi customer, your food order status has been updated. the rider may call from a masked number when they reach your location. track order in the app.",1,1,2,0,0,0,notify,hi customer your food order status has been updated the rider may call from a masked number when they reach your location track order in the app,22:00-07:00,86,25,37,2,,,,,,,,,Talabat,Talabat,food_delivery,1,talabat.com,talabat.com,3046,3694,6,2382,frequent_food_orders,2026-07-17 23:55,1,,9,7,1,1,2026-07-17 23:55,1,5.714285714285714,1.9285714285714286,leak-c66656fab8028531
message_0335,u_033,group,group_005,,u_048,2026-03-15 17:31,"Selling cotton kurta set, size M, worn once. Pickup near Gate 2. Can share more photos on DM.",,,0,"selling cotton kurta set, size m, worn once. pickup near gate 2. can share more photos on dm.",0,0,,1,1,0,mute,selling cotton kurta set size m worn once pickup near gate <num> can share more photos on dm,22:00-08:00,21,3,77,3,marketplace,member,2026-04-16,2,4,0,9,1,,,,,,,,,,,,,,,,,,,,,11.071428571428571,5.5,leak-10705227816e342c
message_0018,u_007,business,,business_094,,2026-03-10 07:52,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",,,0,"new here? 50% off won't wait! welcome! get 50% off with try50. but hurry, it might expire soon. ready to place your first order? use it now! t&c apply. reply stop to unsubscribe",0,0,,1,1,0,mute,new here <num> off won t wait welcome get <num> off with try50 but hurry it might expire soon ready to place your first order use it now t c apply reply stop to unsubscribe,22:00-07:00,44,6,68,2,,,,,,,,,Swish,Swish,food_delivery,1,swish.in,swish.in,4378,5242,6,3426,food_promotions_opted_out,2026-06-03 08:46,0,2026-07-17 23:55,3,0,9,0,,1,8.0,3.642857142857143,leak-886c15b712f37923
message_0017,u_007,business,,business_094,,2026-07-16 17:46,"New here? 50% Off Won't Wait!

Welcome! Get 50% off with TRY50.

But hurry, it might expire soon.

Ready to place your first order? Use it now!

T&C apply. Reply STOP to unsubscribe",,,0,"new here? 50% off won't wait! welcome! get 50% off with try50. but hurry, it might expire soon. ready to place your first order? use it now! t&c apply. reply stop to unsubscribe",0,0,,1,1,0,mute,new here <num> off won t wait welcome get <num> off with try50 but hurry it might expire soon ready to place your first order use it now t c apply reply stop to unsubscribe,22:00-07:00,44,6,68,2,,,,,,,,,Swish,Swish,food_delivery,1,swish.in,swish.in,4378,5242,6,3426,food_promotions_opted_out,2026-06-03 08:46,0,2026-07-17 23:55,3,0,9,0,,1,8.0,3.642857142857143,leak-886c15b712f37923
message_0104,u_007,business,,business_003,,2026-04-23 17:24,"coupon reminder: saved electronics are cheaper for a few hours, app-only offer. This update is from Flipkart.",,,0,"coupon reminder: saved electronics are cheaper for a few hours, app-only offer. this update is from flipkart.",0,0,,1,1,0,mute,coupon reminder saved electronics are cheaper for a few hours app only offer this update is from flipkart,22:00-07:00,44,6,68,2,,,,,,,,,Flipkart,Flipkart,ecommerce,1,flipkart.com,flipkart.com,1011,1329,5,787,old_sale_subscription,2026-04-14 12:10,0,2026-07-17 23:55,6,1,9,0,,1,8.0,3.642857142857143,leak-351d3d6bddcb88d5
message_0061,u_010,business,,business_001,,2026-04-01 12:08,Order ending 4821 was packed at the local hub. Delivery partner will call if security needs flat confirmation. This update is from Amazon.,,,0,order ending 4821 was packed at the local hub. delivery partner will call if security needs flat confirmation. this update is from amazon.,1,1,2,0,0,0,notify,order ending <num> was packed at the local hub delivery partner will call if security needs flat confirmation this update is from amazon,22:30-07:30,44,7,59,0,,,,,,,,,Amazon India,Amazon India,ecommerce_delivery,1,amazon.in,amazon.in,937,1243,3,729,delivery_expected_today,2026-07-17 23:55,0,,4,5,0,0,,1,7.785714285714286,2.7857142857142856,leak-e90f185e16b58dcd
message_0145,u_010,group,group_010,,u_047,2026-04-25 12:31,Tower B water pressure will be low from 5:30 to 7 PM because the plumber is changing the pump-room valve.,,,0,tower b water pressure will be low from 5:30 to 7 pm because the plumber is changing the pump-room valve.,1,1,2,0,0,0,notify,tower b water pressure will be low from <num> to <num> pm because the plumber is changing the pump room valve,22:30-07:30,44,7,59,0,society,member,2024-12-05,4,4,0,1,0,,,,,,,,,,,,,,,,,,,,,7.785714285714286,2.7857142857142856,leak-211ab9c94e1d62ec
message_0002,u_006,group,group_003,,u_045,2026-03-21 17:12,Route B leaves 7:35 today because of stadium diversion. Driver said no waiting at individual stops. Reply only if child absent.,,,0,route b leaves 7:35 today because of stadium diversion. driver said no waiting at individual stops. reply only if child absent.,1,1,2,0,0,0,notify,route b leaves <num> today because of stadium diversion driver said no waiting at individual stops reply only if child absent,21:00-06:00,80,23,39,2,school_group,admin,2024-06-15,19,30,12,0,0,,,,,,,,,,,,,,,,,,,,,5.857142857142857,2.142857142857143,leak-9b78eaa3f9213d7b
message_0176,u_016,group,group_012,,u_045,2026-07-07 17:39,Faculty Advising reminder: approval form closes at 5 PM. Upload the offer letter before the portal locks.,,,0,faculty advising reminder: approval form closes at 5 pm. upload the offer letter before the portal locks.,1,1,2,0,0,0,notify,faculty advising reminder approval form closes at <num> pm upload the offer letter before the portal locks,22:00-07:00,86,25,37,2,college_faculty,member,2025-04-15,12,15,7,2,0,,,,,,,,,,,,,,,,,,,,,5.714285714285714,1.9285714285714286,leak-cbe47f697aacc0e1
message_0224,u_033,group,group_005,,u_048,2026-05-02 17:24,"I have kept the blue jacket aside for you till 7 PM. If you still want it, please confirm before I show it to someone else.",,,0,"i have kept the blue jacket aside for you till 7 pm. if you still want it, please confirm before i show it to someone else.",0,0,,1,1,0,mute,i have kept the blue jacket aside for you till <num> pm if you still want it please confirm before i show it to someone else,22:00-08:00,21,3,77,3,marketplace,member,2026-04-16,2,4,0,9,1,,,,,,,,,,,,,,,,,,,,,11.071428571428571,5.5,leak-03edf4fb4ccde020
message_0124,u_001,group,group_001,,u_051,2026-04-19 12:24,drink warm water every hour and send this to all family groups.,,,12,drink warm water every hour and send this to all family groups.,0,0,,1,1,0,mute,drink warm water every hour and send this to all family groups,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-95cf45a2cc8e3c87
message_0352,u_038,group,group_005,,u_048,2026-06-27 12:12,"Imported jacket clearance. Sizes S to XL, pickup only, no returns.",,,1,"imported jacket clearance. sizes s to xl, pickup only, no returns.",1,0,120,0,0,0,digest,imported jacket clearance sizes s to xl pickup only no returns,22:30-07:30,48,7,43,1,marketplace,member,2026-01-10,5,5,1,2,0,,,,,,,,,,,,,,,,,,,,,6.642857142857143,3.0,leak-2f024efc4b66fb4f
message_0314,u_026,business,,business_092,,2026-03-09 17:24,"The mountains are calling again.

A saved travel deal is available for a limited time.

Check current fares, stays, and package details in the app.

Reply STOP to unsubscribe from marketing messages.",,,0,"the mountains are calling again. a saved travel deal is available for a limited time. check current fares, stays, and package details in the app. reply stop to unsubscribe from marketing messages.",0,0,,1,1,0,mute,the mountains are calling again a saved travel deal is available for a limited time check current fares stays and package details in the app reply stop to unsubscribe from marketing messages,21:00-06:00,92,27,35,2,,,,,,,,,Thrillophilia,Thrillophilia,travel,1,thrillophilia.com,link.wame.pro,4304,5156,4,3368,travel_promotions_opted_out,2026-07-10 10:12,0,2026-07-17 23:55,4,1,8,0,,1,5.0,2.5,leak-e4a5a49a7b5e5206
message_0023,u_009,group,group_005,,u_050,2026-03-27 17:17,SECURITY: OTP risk found. Verify at account-login.in before access is blocked.,,,0,security: otp risk found. verify at account-login.in before access is blocked.,1,0,9,0,0,0,digest,security otp risk found verify at account login in before access is blocked,22:00-08:30,118,41,12,0,marketplace,member,2026-03-26,8,8,1,2,0,,,,,,,,,,,,,,,,,,,,,9.357142857142858,0.8571428571428571,leak-9741fb20959d4a89
message_0300,u_021,business,,business_105,,2026-04-09 07:03,"Dear Customer,

Zillow: price dropped on a saved listing near Bellevue. Open house slots are available this Saturday.

Tap below to view details.",,,0,"dear customer, zillow: price dropped on a saved listing near bellevue. open house slots are available this saturday. tap below to view details.",1,0,120,0,0,0,digest,dear customer zillow price dropped on a saved listing near bellevue open house slots are available this saturday tap below to view details,22:00-07:00,57,12,10,2,,,,,,,,,Zillow,Zillow,real_estate,1,zillow.com,zillow.com,4785,5715,8,3745,land_listing_watchlist,2026-03-27 08:45,0,,6,4,2,2,2026-03-27 08:45,1,3.642857142857143,0.7142857142857143,leak-79391ce52221b702
message_0285,u_016,group,group_023,,u_054,2026-06-02 07:31,Does anyone have yesterday's database slides? I missed the first half and need to revise before quiz.,,,0,does anyone have yesterday's database slides? i missed the first half and need to revise before quiz.,1,0,120,0,0,0,digest,does anyone have yesterday s database slides i missed the first half and need to revise before quiz,22:00-07:00,86,25,37,2,college_students,admin,2024-02-16,14,14,7,0,0,,,,,,,,,,,,,,,,,,,,,5.714285714285714,1.9285714285714286,leak-b6f9c9d3e1b910f6
message_0376,u_019,personal,,,u_054,2026-03-17 12:39,"Dance practice moved to Studio B. Same time, just enter from the side gate.",,,0,"dance practice moved to studio b. same time, just enter from the side gate.",1,1,2,0,0,0,notify,dance practice moved to studio b same time just enter from the side gate,22:00-08:00,43,6,52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.642857142857143,2.0714285714285716,leak-8f03df8803466e02
message_0014,u_001,group,group_001,,u_051,2026-06-16 17:24,"Good morning all, stay positive and keep smiling.",,,0,"good morning all, stay positive and keep smiling.",0,0,,1,1,0,mute,good morning all stay positive and keep smiling,22:00-07:00,45,8,14,2,family,admin,2023-06-13,2,2,0,4,1,,,,,,,,,,,,,,,,,,,,,4.357142857142857,1.0,leak-96187defdc0730bb
